,            Бендикс стартера 3613911140 SOLARIS Портер,,00000003675,3613911140,54,4,"Бендикс стартера на Портере предназначен для увеличения ресурса стартера и обеспечивает бесшумный запуск двигателя. В его составе шестерня и устройство, которое защищает стартер от зубьев маховика. Основная его часть — муфта, позволяющая шестерёнке вращаться с неограниченной скоростью в одном направлении с маховиком.Оригинальный номер запчасти 3613911140","1 140,00"
,            Бензонасос 311101R200 SOLARIS Портер,,00000004879,311101R200,33,5,,"5 616,00"
,            Блок клапанов АКПП (гидрораспределитель) 4621023020 SOLARIS Портер,,00000004880,4621023020,46,4,,"27 341,00"
,            Блок управления двигателем 391132B650 SOLARIS Портер,,00000004881,391132B650,59,5,"Блок управления двигателем Портера принимает информацию поступающую от датчиков и контролирует работу устройств разных систем двигателя. Блок управления содержит два модуля, за синхронную работу которых отвечает программное обеспечение.первый получает сигналы от датчиков и обрабатывает их, а второй, проверяет и корректирует все сигналы. Так же возможности модуля корректирующего сигналы, позволяет ему в случае надобности, остановить работу двигателя. Также происходит обмен данными с другими системами управления. Оригинальный номер  391132B650","35 901,00"
,            Блок управления двигателем 391242B450 SOLARIS Портер,,00000004882,391242B450,59,5,"Блок управления двигателем Портера принимает информацию поступающую от датчиков и контролирует работу устройств разных систем двигателя. Блок управления содержит два модуля, за синхронную работу которых отвечает программное обеспечение.первый получает сигналы от датчиков и обрабатывает их, а второй, проверяет и корректирует все сигналы. Так же возможности модуля корректирующего сигналы, позволяет ему в случае надобности, остановить работу двигателя. Также происходит обмен данными с другими системами управления. Оригинальный номер 391242B450","35 901,00"
,            Блок управления двигателем 391242B470 SOLARIS Портер,,00000004883,391242B470,59,5,"Блок управления двигателем Портера принимает информацию поступающую от датчиков и контролирует работу устройств разных систем двигателя. Блок управления содержит два модуля, за синхронную работу которых отвечает программное обеспечение.первый получает сигналы от датчиков и обрабатывает их, а второй, проверяет и корректирует все сигналы. Так же возможности модуля корректирующего сигналы, позволяет ему в случае надобности, остановить работу двигателя. Также происходит обмен данными с другими системами управления. Оригинальный номер 391242B470","50 658,00"
,            Блок управления подогревом сидения 881964L070 SOLARIS Портер,,00000003677,881964L070,59,3,"Блок управления обогрева сидений в Портере , содержит 4 Функциональных узла:
ШИМ-контроллер , создающий импульсный сигнал, коэффицент заполнения которого регулируется с помощью потенциометра R1 
Выходной каскад, в виде мощного n-МОП транзистора, к его стоку подключается обогреватель , а затвор принимает импульсный сигнал.
Таймер.
Узел защиты предназначенный для обрыва цепей обогревателей при замыкании.","3 950,00"
,            Блок управления подушкой безопасности 959101R000 SOLARIS Портер,,00000003678,959101R000,59,4,"На Портере блок управления подушками безопасности работает следующим образом : зафиксировав сильный удар , датчик посылает сигнал на блок а блок в свою очередь посылает сигнал подушкам на срабатывание, все это занимает порядка доли секунды. Оригинальный номер детали 959101R000","6 023,00"
,            Блок управления подушкой безопастности 959101R100 SOLARIS Портер,,00000006360,959101R100,59,4,,"9 919,00"
,            Блок цилиндров 211002B040 SOLARIS Портер,,00000006076,211002B040,23,4,"Блок цилиндров на Портере — основная часть двигателя , там расположены отверстия для цилиндров в которых перемещаются поршни и происходят все процессы сгорания, в следствие чего вырабатывается энергия. К блоку цилиндров крепятся различные механизмы двигателя и других систем Портера такие как  генератор, насос ГУР , компрессор кондиционера, картер сцепления или корпус гидротрансформатора.Оригинальный номер детали 211002B040","94 034,00"
,            Блок цилиндров 211002B600 SOLARIS Портер,,00000006077,211002B600,23,4,"Блок цилиндров на Портере — основная часть двигателя , там расположены отверстия для цилиндров в которых перемещаются поршни и происходят все процессы сгорания, в следствие чего вырабатывается энергия. К блоку цилиндров крепятся различные механизмы двигателя и других систем Портера такие как  генератор, насос ГУР , компрессор кондиционера, картер сцепления или корпус гидротрансформатора.","95 378,00"
,            Блок цилиндров 302B32BU00 SOLARIS Портер,,00000004884,302B32BU00,23,4,"Блок цилиндров на Портере — основная часть двигателя , там расположены отверстия для цилиндров в которых перемещаются поршни и происходят все процессы сгорания, в следствие чего вырабатывается энергия. К блоку цилиндров крепятся различные механизмы двигателя и других систем Портера такие как  генератор, насос ГУР , компрессор кондиционера, картер сцепления или корпус гидротрансформатора.","103 410,00"
,            Блок цилиндров 304B32BU00 SOLARIS Портер,,00000004885,304B32BU00,23,4,"Блок цилиндров на Портере — основная часть двигателя , там расположены отверстия для цилиндров в которых перемещаются поршни и происходят все процессы сгорания, в следствие чего вырабатывается энергия. К блоку цилиндров крепятся различные механизмы двигателя и других систем Портера такие как  генератор, насос ГУР , компрессор кондиционера, картер сцепления или корпус гидротрансформатора.","49 780,00"
,            Блок цилиндров 307N32BU00 SOLARIS Портер,,00000004886,307N32BU00,23,4,"Блок цилиндров на Портере — основная часть двигателя , там расположены отверстия для цилиндров в которых перемещаются поршни и происходят все процессы сгорания, в следствие чего вырабатывается энергия. К блоку цилиндров крепятся различные механизмы двигателя и других систем Портера такие как  генератор, насос ГУР , компрессор кондиционера, картер сцепления или корпус гидротрансформатора.","77 576,00"
,            Блок цилиндров 315N32BU00 SOLARIS Портер,,00000004887,315N32BU00,23,4,"Блок цилиндров на Портере — основная часть двигателя , там расположены отверстия для цилиндров в которых перемещаются поршни и происходят все процессы сгорания, в следствие чего вырабатывается энергия. К блоку цилиндров крепятся различные механизмы двигателя и других систем Портера такие как  генератор, насос ГУР , компрессор кондиционера, картер сцепления или корпус гидротрансформатора.","89 752,00"
,            Блок цилиндров в сборе 1.4 309N32BU00 SOLARIS Портер,,00000003679,309N32BU00,23,4,"Блок цилиндров на Портере — основная часть двигателя , там расположены отверстия для цилиндров в которых перемещаются поршни и происходят все процессы сгорания, в следствие чего вырабатывается энергия. К блоку цилиндров крепятся различные механизмы двигателя и других систем Портера такие как  генератор, насос ГУР , компрессор кондиционера, картер сцепления или корпус гидротрансформатора.","92 897,00"
,"            Блок цилиндров в сборе, 1396 см3 107 л. с. 78,7 квт, бензиновый 211022BW01 SOLARIS Портер",,00000006078,211022BW01,23,4,"Блок цилиндров на Портере — основная часть двигателя , там расположены отверстия для цилиндров в которых перемещаются поршни и происходят все процессы сгорания, в следствие чего вырабатывается энергия. К блоку цилиндров крепятся различные механизмы двигателя и других систем Портера такие как  генератор, насос ГУР , компрессор кондиционера, картер сцепления или корпус гидротрансформатора.","145 074,00"
,"            Блок цилиндров в сборе, 1591 см3, 123 л. с. , 90.4 квт, бензиновый 211022BW02 SOLARIS Портер",,00000006079,211022BW02,23,4,"Блок цилиндров на Портере — основная часть двигателя , там расположены отверстия для цилиндров в которых перемещаются поршни и происходят все процессы сгорания, в следствие чего вырабатывается энергия. К блоку цилиндров крепятся различные механизмы двигателя и других систем Портера такие как  генератор, насос ГУР , компрессор кондиционера, картер сцепления или корпус гидротрансформатора.","129 790,00"
,            БОКОВАЯ ПАНЕЛЬ КУЗОВА 716054L000 SOLARIS Портер,,00000004888,716054L000,78,,,"5 161,00"
,            БОКОВАЯ ПАНЕЛЬ КУЗОВА 716054L200 SOLARIS Портер,,00000004889,716054L200,78,,,"5 161,00"
,            БОКОВАЯ ПАНЕЛЬ КУЗОВА 716064L200 SOLARIS Портер,,00000004890,716064L200,78,,,"5 161,00"
,            Бокс напольной консоли (под подлокотник) 846701R000RY SOLARIS Портер,,00000003680,846701R000RY,4,4,,"446,00"
,            Болт 1012706351 SOLARIS Портер,,00000006211,1012706351,66,,,"48,00"
,            Болт 1120305101 SOLARIS Портер,,00000006212,1120305101,66,,,"24,00"
,            Болт 1123006121 SOLARIS Портер,,00000006213,1123006121,66,,,"51,00"
,            Болт 1123306101 SOLARIS Портер,,00000006214,1123306101,66,,,"42,00"
,            Болт 1123308161 SOLARIS Портер,,00000003695,1123308161,66,,,"21,00"
,            Болт 1125106161 SOLARIS Портер,,00000003691,1125106161,66,,,"39,00"
,            Болт 1125106163 SOLARIS Портер,,00000006215,1125106163,66,,,"54,00"
,            Болт 1125108166B SOLARIS Портер,,00000006228,1125108166B,66,,,"36,00"
,            Болт 1125108201 SOLARIS Портер,,00000006216,1125108201,66,,,"93,00"
,            Болт 1125206206B SOLARIS Портер,,00000006229,1125206206B,66,,,"69,00"
,            Болт 1125306166B SOLARIS Портер,,00000006230,1125306166B,66,,,"24,00"
,            Болт 1125306201 SOLARIS Портер,,00000006217,1125306201,66,,,"24,00"
,            Болт 1125306251 SOLARIS Портер,,00000006218,1125306251,66,,,"51,00"
,            Болт 1125406203 SOLARIS Портер,,00000003686,1125406203,66,,,"48,00"
,            Болт 1125406256B SOLARIS Портер,,00000003682,1125406256B,66,,,"63,00"
,            Болт 1125408253 SOLARIS Портер,,00000006219,1125408253,66,,,"51,00"
,            Болт 1129006163 SOLARIS Портер,,00000006220,1129006163,66,,,"15,00"
,            Болт 1129006201 SOLARIS Портер,,00000006221,1129006201,66,,,"39,00"
,            Болт 1129006251 SOLARIS Портер,,00000006222,1129006251,66,,,"42,00"
,            Болт 1129008166B SOLARIS Портер,,00000006231,1129008166B,66,,,"30,00"
,            Болт 1129306126K SOLARIS Портер,,00000006232,1129306126K,66,,,"39,00"
,            Болт 1129306251 SOLARIS Портер,,00000006223,1129306251,66,,,"36,00"
,            Болт 1129306286B SOLARIS Портер,,00000006233,1129306286B,66,,,"54,00"
,            Болт 1130008256B SOLARIS Портер,,00000006234,1130008256B,66,,,"24,00"
,            Болт 1140306126B SOLARIS Портер,,00000006235,1140306126B,66,,,"42,00"
,            Болт 1140306126K SOLARIS Портер,,00000003690,1140306126K,66,,,"39,00"
,            Болт 1140306146K SOLARIS Портер,,00000006236,1140306146K,66,,,"45,00"
,            Болт 1140306166K SOLARIS Портер,,00000003694,1140306166K,66,,,"15,00"
,            Болт 1140306206K SOLARIS Портер,,00000006237,1140306206K,66,,,"48,00"
,            Болт 1140306207S SOLARIS Портер,,00000006238,1140306207S,66,,,"45,00"
,            Болт 1140306253 SOLARIS Портер,,00000003683,1140306253,66,,,"27,00"
,            Болт 1140306303 SOLARIS Портер,,00000006224,1140306303,66,,,"202,00"
,            Болт 1140306353 SOLARIS Портер,,00000006225,1140306353,66,,,"15,00"
,            Болт 1140306506K SOLARIS Портер,,00000006239,1140306506K,66,,,"24,00"
,            Болт 1140306703 SOLARIS Портер,,00000006226,1140306703,66,,,"111,00"
,            Болт 1140308127B SOLARIS Портер,,00000006240,1140308127B,66,,,"99,00"
,            Болт 1140308166B SOLARIS Портер,,00000006241,1140308166B,66,,,"33,00"
,            Болт 1140308186K SOLARIS Портер,,00000006242,1140308186K,66,,,"24,00"
,            Болт 1140308226P SOLARIS Портер,,00000006243,1140308226P,66,,,"78,00"
,            Болт 1140308306K SOLARIS Портер,,00000006244,1140308306K,66,,,"24,00"
,            БОЛТ 1140308351 SOLARIS Портер,,00000003688,1140308351,66,,,"33,00"
,            БОЛТ 1140308386P SOLARIS Портер,,00000006245,1140308386P,66,,,"72,00"
,            БОЛТ 1140308407B SOLARIS Портер,,00000003692,1140308407B,66,,,"51,00"
,            Болт 1141508167B SOLARIS Портер,,00000006246,1141508167B,66,,,"114,00"
,            Болт 1220306141 SOLARIS Портер,,00000006227,1220306141,66,,,"27,00"
,            БОЛТ 2245125000 SOLARIS Портер,,00000006190,2245125000,66,,,"42,00"
,            БОЛТ 2436125000 SOLARIS Портер,,00000003696,2436125000,66,,,"102,00"
,            БОЛТ 2852823300 SOLARIS Портер,,00000003687,2852823300,66,,,"129,00"
,            Болт 2867921000 SOLARIS Портер,,00000004894,2867921000,66,,,"27,00"
,            БОЛТ 328813K000 SOLARIS Портер,,00000004900,328813K000,66,,,"186,00"
,            Болт 4212121720 SOLARIS Портер,,00000003685,4212121720,66,,,"60,00"
,            Болт 4317202500 SOLARIS Портер,,00000004895,4317202500,66,,,"75,00"
,            БОЛТ 4383734001 SOLARIS Портер,,00000004896,4383734001,66,,,"138,00"
,            БОЛТ 4391632001 SOLARIS Портер,,00000004897,4391632001,66,,,"416,00"
,            Болт 4392732100 SOLARIS Портер,,00000004898,4392732100,66,,,"168,00"
,            Болт 4586823400 SOLARIS Портер,,00000004899,4586823400,66,,,"30,00"
,            Болт 517572D000 SOLARIS Портер,,00000003681,517572D000,66,,,"66,00"
,            БОЛТ 5484907000 SOLARIS Портер,,00000003684,5484907000,66,,,"60,00"
,            Болт 551171G100 SOLARIS Портер,,00000004901,551171G100,66,,,"258,00"
,            Болт 564151C000 SOLARIS Портер,,00000004902,564151C000,66,,,"30,00"
,            Болт 564153W000 SOLARIS Портер,,00000004903,564153W000,66,,,"45,00"
,            Болт 572732E000 SOLARIS Портер,,00000004893,572732E000,66,,,"288,00"
,            БОЛТ 7935921000 SOLARIS Портер,,00000003693,7935921000,66,,,"36,00"
,            Болт 847711R000 SOLARIS Портер,,00000004904,847711R000,66,,,"105,00"
,            Болт 885501J000 SOLARIS Портер,,00000004905,885501J000,66,,,"159,00"
,            Болт 898593A000 SOLARIS Портер,,00000004906,898593A000,66,,,"129,00"
,            Болт 9215522110 SOLARIS Портер,,00000003689,9215522110,66,,,"42,00"
,            Болт 9711522000 SOLARIS Портер,,00000006361,9711522000,66,,,"267,00"
,            БОЛТ M10 1123308286P SOLARIS Портер,,00000006247,1123308286P,66,,,"87,00"
,            БОЛТ M10 1124212356K SOLARIS Портер,,00000006248,1124212356K,66,,,"108,00"
,            БОЛТ M10 1140308126K SOLARIS Портер,,00000006249,1140308126K,66,,,"69,00"
,            БОЛТ M10 1140410406K SOLARIS Портер,,00000006250,1140410406K,66,,,"168,00"
,            БОЛТ M10 1141506127B SOLARIS Портер,,00000006251,1141506127B,66,,,"30,00"
,            БОЛТ M10 211142B000 SOLARIS Портер,,00000006193,211142B000,66,,,"117,00"
,            Болт m10 3618426810 SOLARIS Портер,,00000004907,3618426810,66,,,"614,00"
,            БОЛТ M10 977142F030 SOLARIS Портер,,00000006362,977142F030,66,,,"280,00"
,            БОЛТ M12 1123412506K SOLARIS Портер,,00000006252,1123412506K,66,,,"252,00"
,            БОЛТ M12 1125306256B SOLARIS Портер,,00000003697,1125306256B,66,,,"39,00"
,            БОЛТ M12 553932K000 SOLARIS Портер,,00000004908,553932K000,66,,,"790,00"
,            БОЛТ M6 1123306146K SOLARIS Портер,,00000006255,1123306146K,66,,,"39,00"
,            БОЛТ M6 1129306201 SOLARIS Портер,,00000006253,1129306201,66,,,"24,00"
,            БОЛТ M6 1129306206B SOLARIS Портер,,00000006256,1129306206B,66,,,"30,00"
,            БОЛТ M6 1130006306B SOLARIS Портер,,00000006257,1130006306B,66,,,"18,00"
,            БОЛТ M6 1140006146K SOLARIS Портер,,00000006258,1140006146K,66,,,"24,00"
,            БОЛТ M6 1140306456K SOLARIS Портер,,00000006259,1140306456K,66,,,"45,00"
,            БОЛТ M6 1140308301 SOLARIS Портер,,00000006254,1140308301,66,,,"18,00"
,            БОЛТ M6 1140410606P SOLARIS Портер,,00000006260,1140410606P,66,,,"117,00"
,            БОЛТ M6 1140412406P SOLARIS Портер,,00000006261,1140412406P,66,,,"210,00"
,            БОЛТ M6 213562B000 SOLARIS Портер,,00000006080,213562B000,66,,,"57,00"
,            БОЛТ M6 219911J000 SOLARIS Портер,,00000006124,219911J000,66,,,"526,00"
,            БОЛТ M6 243492B000 SOLARIS Портер,,00000003698,243492B000,66,,,"93,00"
,            БОЛТ M6 243602B000 SOLARIS Портер,,00000003699,243602B000,66,,,"231,00"
,            БОЛТ M6 253951M000 SOLARIS Портер,,00000004912,253951M000,66,,,"210,00"
,            БОЛТ M6 3932226300 SOLARIS Портер,,00000004909,3932226300,66,,,"24,00"
,            БОЛТ M6 4331834001 SOLARIS Портер,,00000004910,4331834001,66,,,"117,00"
,            БОЛТ M6 495802H366K SOLARIS Портер,,00000004913,495802H366K,66,,,"264,00"
,            БОЛТ M6 5641529000 SOLARIS Портер,,00000004911,5641529000,66,,,"39,00"
,            БОЛТ M6 812331C000 SOLARIS Портер,,00000004914,812331C000,66,,,"39,00"
,            БОЛТ M6 898592D000 SOLARIS Портер,,00000004915,898592D000,66,,,"24,00"
,            Болт m6x20 1125306206B SOLARIS Портер,,00000003700,1125306206B,66,,,"27,00"
,            БОЛТ M8 1125408351 SOLARIS Портер,,00000006262,1125408351,66,,,"60,00"
,            БОЛТ M8 1126910801 SOLARIS Портер,,00000006263,1126910801,66,,,"240,00"
,            БОЛТ M8 1140308806K SOLARIS Портер,,00000006264,1140308806K,66,,,"60,00"
,            БОЛТ M8 1140506206K SOLARIS Портер,,00000006265,1140506206K,66,,,"36,00"
,            БОЛТ M8 1140610406K SOLARIS Портер,,00000006266,1140610406K,66,,,"39,00"
,            БОЛТ M8 233112B051 SOLARIS Портер,,00000006202,233112B051,66,,,"102,00"
,            БОЛТ M8 3115925500 SOLARIS Портер,,00000004916,3115925500,66,,,"39,00"
,            БОЛТ M8 4317226000 SOLARIS Портер,,00000004917,4317226000,66,,,"93,00"
,            БОЛТ M8 824240U000 SOLARIS Портер,,00000004918,824240U000,66,,,"123,00"
,            Болт вала коленчатого (коленвала) 231272B000 SOLARIS Портер ACCENT,,00000003254,231272B000,66,,,"240,00"
,            Болт ГБЦ 221262B000 SOLARIS Портер,,00000006081,221262B000,66,,"На Портере болт ГБЦ является соединительным элементом между  блоком цилиндров , прокладкой ГБЦ и головкой блока цилиндров.Изготовлен из стали. Оригинальный номер 221262B000","51,00"
